"","corr_coefs","p_vals","p_vals_adjusted"
"Factor3_ITS_otu1194",0.0699273313566994,0.282633379132171,0.402305559086581
"Factor3_ITS_otu292",0.00785693634320441,0.904027976253557,0.943876559615524
"Factor3_ITS_otu332",-0.00351330696412508,0.957002512611921,0.970625324179351
"Factor3_ITS_otu426",0.00297083300534217,0.963636575208858,0.976195819672481
"Factor3_ITS_otu746_ITS",-0.00757448890774441,0.907462355420015,0.944787522061851
"Factor3_ITS_otu4",-0.00520851261896116,0.936292519833457,0.957953854556369
"Factor3_ITS_otu365",0.000410314950609569,0.994975989982533,0.996911505552146
"Factor3_ITS_otu632",0.00467408863723237,0.942817513095044,0.962709761579931
"Factor3_virome_BAX6_V__456",-0.480043010391091,1.2859370524724e-08,1.07091835701029e-07
"Factor3_virome_VC_163_0",-0.655550545718803,8.11893367181909e-17,1.33494005565487e-15
"Factor3_virome_BAC3_V__5269",0.479461803648618,1.34653905305483e-08,1.11775814598241e-07
"Factor3_virome_BAX1_V__456",-0.449408650958317,1.3009634094484e-07,9.70049751521843e-07
"Factor3_virome_G23J_7936V__5674",-0.548721204948897,2.8924183494659e-11,3.1042063039247e-10
"Factor3_virome_VC_767_0",-0.477408112980145,1.58339313888848e-08,1.305917492363e-07
"Factor3_virome_G01M_8520_V__5417",-0.582449409656651,8.41460549523114e-13,1.03270158350564e-11
"Factor3_virome_G01M_8396_V__433",-0.540283036353749,6.59750614181286e-11,6.87910701371951e-10
"Factor3_virome_G01M_8528_V__367",-0.31357457437454,0.000349691750419865,0.00144437896912553
"Factor3_virome_VC_62_0",0.394994062322156,4.71357491922781e-06,2.81825633282502e-05
"Factor3_virome_VC_64_0",0.383760800170574,9.17162054296479e-06,5.1590365554177e-05
"Factor3_virome_VC_27_1",0.353231184238973,4.9690975401175e-05,0.000245582566289044
"Factor3_virome_G23J_8062V__5887",0.301632579042682,0.0005983136147328,0.00235379512544422
"Factor3_virome_VC_478_1",-0.35819398494342,3.81934295594712e-05,0.000191714573033353
"Factor3_virome_BAY1_V__645",0.408850533667317,2.0039620083844e-06,1.26917593864345e-05
"Factor3_virome_VC_93_0",0.316608226366055,0.000303991476223303,0.00127408192240649
"Factor3_virome_G21F_7947_V5__112",0.420450300850627,9.50327864742566e-07,6.34789315902261e-06
"Factor3_virome_G01M_8588_V__42",-0.243010912946048,0.00610975922169356,0.0175887007897239
"Factor3_virome_G23J7927V1__1891",0.24663697355415,0.00536855042972588,0.0158026779467739
"Factor3_virome_VC_906_0",0.299972840821117,0.000643537657445321,0.00249723765710628
"Factor3_virome_G23J_7936V__3137",-0.395304531851549,4.62603603972695e-06,2.78539493941306e-05
"Factor3_virome_G03J_7944_V3__2093",0.234581004029457,0.00819516633518032,0.0225542936155982
"Factor3_virome_G18F_V17__62",-0.237079525362186,0.00751968215471377,0.0209424372712713
"Factor3_virome_G21F_7876_V1__1783",-0.407153989904595,2.22982383288864e-06,1.40170130491203e-05
"Factor3_virome_G23J_7936V__380",-0.370055138016366,2.00015666293052e-05,0.000105781481245707
"Factor3_virome_G01M_8590_V__3137",-0.358674227011707,3.72244472726806e-05,0.000187954148138633
"Factor3_virome_BAY4_V__6408",0.387501240947097,7.36813961902616e-06,4.2185888666969e-05
"Factor3_virome_VC_192_0",-0.323795567862204,0.000216855997891779,0.000947590518896785
"Factor3_virome_BAF2_V__9305",0.390319661562369,6.23644976982087e-06,3.61911621257704e-05
"Factor3_virome_BAC7_V__3137",-0.363785270146943,2.82448878696364e-05,0.000146064793116164
"Factor3_virome_G21F_7878_V2__5647",-0.364979133495231,2.64631214674615e-05,0.000137404669157973
"Factor3_virome_VC_176_0",0.224018833853108,0.0116796321091251,0.0301694424571056
"Factor3_virome_VC_27_2",0.358836140086976,3.69029862539368e-05,0.000187067509370253
"Factor3_virome_VC_64_1",0.314582765241512,0.000333843387309956,0.00138785784189633
"Factor3_virome_VC_6_4",-0.34743511387534,6.72004202884745e-05,0.000325070351415332
"Factor3_virome_VC_72_2",0.333838253923194,0.000133358318239524,0.000609739904250232
"Factor3_virome_VC_117_6",0.248899492820168,0.00494775470035527,0.0146981570192343
"Factor3_virome_VC_171_0",-0.303553410156342,0.000549632373658216,0.00217562814573044
"Factor3_virome_VC_779_1",-0.191624517059809,0.0315944651429609,0.0683880194866621
"Factor3_virome_VC_55_0",-0.444989323432793,1.78359388763408e-07,1.30297119316578e-06
"Factor3_virome_G23J_7943V__5311",-0.426450102669817,6.38958530984953e-07,4.33579003168361e-06
"Factor3_virome_VC_32_0",0.300405997652343,0.000631441693210921,0.00246099951653786
"Factor3_virome_G01M_8197_V__5599",-0.37716657958238,1.34051262778315e-05,7.28477730988089e-05
"Factor3_virome_AZC5_V__5893",0.358592000129957,3.73887035198859e-05,0.000188412621863472
"Factor3_virome_VC_55_9",-0.394455317560464,4.86920830012671e-06,2.89109242820024e-05
"Factor3_virome_VC_882_0",-0.209299226238365,0.0186689131290811,0.0439318919046724
"Factor3_virome_VC_38_3",0.360484052682028,3.37760330662748e-05,0.00017327104962999
"Factor3_virome_G23J_8064V__4094",0.190130828870134,0.0329710880360885,0.0705223452722167
"Factor3_virome_G21F_7878_V2__8095",-0.347113921125713,6.83222618628445e-05,0.000328177156700742
"Factor3_virome_VC_55_10",-0.438999219510727,2.71622215210889e-07,1.91931400004389e-06
"Factor3_virome_BAO5_V__2849",0.211884748702365,0.0172279494621759,0.0414995850044978
"Factor3_virome_BAY6_V__2583",0.367213571369441,2.34085747798303e-05,0.000123038922766936
"Factor3_virome_G18F_V12__4526",0.273783622009476,0.00192165615908406,0.00649413445065958
"Factor3_virome_AWG2_V__544",-0.160477575939116,0.072644711523846,0.137010062543136
"Factor3_virome_VC_117_7",0.0922542127776493,0.304221153809626,0.427669248225908
"Factor3_virome_G01M_8590_V__380",-0.277602868819252,0.00164884734181218,0.00564658669125268
"Factor3_virome_VC_1188_0",0.170038399718671,0.0569700665713224,0.112666322864643
"Factor3_virome_VC_143_0",0.259436980565356,0.0033510817521099,0.0105856215445344
"Factor3_virome_G23J_8067V__5311",-0.417397226015672,1.15966577321877e-06,7.58811915384223e-06
"Factor3_virome_VC_334_1",0.230882785535568,0.00929345817559263,0.0249348537870242
"Factor3_virome_G23J_8064V__6211",0.216736571697685,0.014782486132938,0.0364587278182557
"Factor3_virome_G01M_8519_V__1406",-0.252803878888044,0.00429044110248115,0.0131324360714369
"Factor3_virome_VC_38_2",0.323675107045999,0.000218102264242153,0.000950750015556584
"Factor3_virome_VC_409_0",-0.286945250095163,0.00112342920528672,0.00403020407211249
"Factor3_virome_VC_334_0",0.236424874411945,0.00769172423315149,0.021375159976201
"Factor3_virome_G18F_V6__4097",-0.183035621190702,0.0402223654878468,0.0828012580066829
"Factor3_virome_G23J7928V2__426",0.357490622695816,3.96553638042134e-05,0.000198276819021067
"Factor3_virome_BAW1_V__1146",-0.342330150097914,8.72439074961209e-05,0.000410606647206514
"Factor3_virome_G01M_8340_V__4501",0.321049622597237,0.000246971281795156,0.00106288815067882
"Factor3_virome_VC_334_2",0.219129702800868,0.0136917613636917,0.034296257712763
"Factor3_virome_VC_337_0",0.223819210408828,0.0117564089940743,0.0303067226832166
"Factor3_virome_BBD0_V__380",-0.331311955324265,0.000150946481536086,0.000682853130758485
"Factor3_virome_BAY9_V__3359",0.334143842371298,0.000131365225960239,0.000604411937211715
"Factor3_virome_G01M_8418_V__4501",0.256835924575789,0.00369480152851198,0.0115293989302107
"Factor3_virome_VC_173_0",0.188939713544112,0.03410489323249,0.0722668598646021
"Factor3_virome_AWG0_V__6047",-0.297792941799979,0.000707707356989943,0.00270129370636786
"Factor3_virome_BAH1_V__10073",0.188761175063481,0.034277646037656,0.0724832333772364
"Factor3_virome_BAH1_V__5959",0.260663696001385,0.00319918763815281,0.0101936848346111
"Factor3_virome_G21F_7878_V2__380",-0.289496575315442,0.0010093607544027,0.00366715344906931
"Factor3_virome_AZV1_V__6417",0.219768958726443,0.0134125639725869,0.0336626483265024
"Factor3_virome_VC_55_3",-0.43460834081284,3.67838800306579e-07,2.57086245990838e-06
"Factor3_virome_G23J_8062V__2957",0.233595151463828,0.00847611371929128,0.0231289698829597
"Factor3_virome_VC_223_0",-0.310554253131467,0.000401425484864238,0.00163113781101324
"Factor3_virome_G01M_8396_V__119",-0.215517053307379,0.015366852953888,0.0377186390686343
"Factor3_virome_BAH14_V__3453",0.266235494918995,0.00258437904565817,0.00850954076009398
"Factor3_virome_VC_334_3",0.213709857254169,0.0162697350391226,0.0395562752372981
"Factor3_virome_VC_99_1",0.378570296369057,1.2373219767801e-05,6.78147621889092e-05
"Factor3_virome_VC_55_4",-0.237260866966352,0.00747263249835343,0.0208566946227166
"Factor3_virome_BAS3_V__1013",-0.193275839874149,0.0301295462676735,0.0658843019408206
"Factor3_virome_VC_128_3",0.32035281261701,0.000255206880957802,0.0010910094160946
"Factor3_virome_AZB2_V__2939",-0.358506712544351,3.75597917336391e-05,0.000188903658425067
"Factor3_virome_VC_6_3",-0.294847298673379,0.00080375972682877,0.00300969883111795
"Factor3_virome_BAM2_V__428",0.169207916185039,0.0582108694168294,0.114590084462139
"Factor3_virome_VC_400_0",-0.211488713907236,0.0174422142733934,0.0418515244258692
"Factor3_virome_VC_203_0",-0.251334740331877,0.00452798704735599,0.0136799608674536
"Factor3_virome_G01M_8418_V__5658",-0.376087840386088,1.42526733237121e-05,7.6802745956558e-05
"Factor3_virome_G23J_8060V__1131",0.241753303242103,0.0063873310149937,0.0183260671738913
"Factor3_virome_VC_319_0",0.210682506767894,0.0178855338210722,0.0426028179840114
"Factor3_virome_VC_55_8",-0.394759921384769,4.78062663511559e-06,2.84508290465696e-05
"Factor3_virome_VC_143_1",-0.27827128339448,0.00160489455956582,0.00551078252381036
"Factor3_virome_VC_29_0",-0.277733300127751,0.00164018563605663,0.00562443336428512
"Factor3_virome_VC_324_1",-0.0826689285441621,0.35742400450794,0.484294384419453
"Factor3_virome_VC_237_0",0.135847486513797,0.129335564094189,0.215839767014701
"Factor3_virome_VC_41_0",0.31335269442866,0.000353271662881086,0.00145681963872988
"Factor3_virome_G23J_8060V__5405",0.198445877433716,0.0259104019941639,0.0581963057049303
"Factor3_virome_VC_149_1",0.346056189119755,7.21416009346444e-05,0.000343946480292496
"Factor3_virome_VC_332_4",0.259685377324856,0.00331981104827301,0.0105127349861979
"Factor3_virome_BAJ2_V__7456",-0.298311133601399,0.000691942461536494,0.0026529632493888
"Factor3_virome_VC_108_1",0.147705652662242,0.0988337025430032,0.176244235597555
"Factor3_virome_G01M_8418_V__5421",-0.114051242414326,0.203509317766513,0.311085458921994
"Factor3_virome_VC_555_0",0.192183655930505,0.031091827562611,0.0676999471121368
"Factor3_virome_VC_6_1",-0.238947734946767,0.00704731251339643,0.019973874692665
"Factor3_virome_G21F_7881_V3__103",-0.114722030134231,0.200845868197245,0.307563971299065
"Factor3_virome_G18F_V20__1941",0.127446509700647,0.154987870554912,0.249087649106108
"Factor3_virome_G23J_7940V__5644",-0.144104920717179,0.107426871621664,0.186124806144476
"Factor3_virome_VC_108_2",0.144265619773807,0.107031294268155,0.18574781447755
"Factor3_virome_G23J_7933V__2093",0.144437066237267,0.106610518995115,0.185645608433448
"Factor3_virome_G01M_8399_V__9864",-0.287324926606733,0.00110574009835014,0.00398345454574779
"Factor3_virome_AZV1_V__5497",0.282709399109651,0.00133906744476754,0.00471153360195985
"Factor3_virome_G23J_8067V__7548",0.0840540175183072,0.349397740521391,0.475440426757224
"Factor3_virome_BBD6_V__1316",-0.134795990973969,0.132355300134088,0.21945141877436
"Factor3_virome_G23J_7940V__5689",0.236514528282359,0.00766795914151753,0.0213322290650677
"Factor3_virome_VC_38_0",0.308999429433064,0.000430729197072216,0.00173169340202231
"Factor3_virome_VC_235_0",-0.306083121912316,0.000491076105210891,0.00195895833571685
"Factor3_virome_VC_43_0",0.297355670537509,0.000721266161658532,0.00274081141430242
"Factor3_virome_VC_55_12",-0.241276208736781,0.00649553007917121,0.0185949047467345
"Factor3_virome_G01M_8337_V__5955",-0.0780304551745607,0.385128568236666,0.513115380863547
"Factor3_virome_VC_1153_0",-0.225315150628847,0.0111916645801996,0.0290259045987987
"Factor3_virome_G01M_8396_V__5423",-0.209859579960801,0.0183480710052682,0.0433758544963253
"Factor3_virome_VC_117_4",-0.294612121825716,0.000811921568420767,0.00303141022270636
"Factor3_virome_VC_460_1",-0.222562084192431,0.0122501487292274,0.0312964457076377
"Factor3_virome_VC_378_4",-0.275121489501369,0.00182175172585996,0.00618913003553747
"Factor3_virome_BBN3_V__980",-0.297193584479956,0.000726352353343202,0.00275605589693094
"Factor3_virome_VC_390_0",-0.189302985864989,0.0337556618461185,0.071853338286551
"Factor3_virome_G21F_7947_V5__4049",0.296253579486431,0.000756503888294564,0.00286154470046448
"Factor3_virome_VC_287_1",0.22654807401461,0.0107442492969486,0.0281789360395432
"Factor3_virome_BAF1_V__502",-0.117464097958173,0.19021941626586,0.293923375133694
"Factor3_virome_VC_703_0",-0.100220910024986,0.264174358908266,0.381320895103941
"Factor3_virome_AZV1_V__3017",0.160538244876073,0.0725352430068704,0.136904266602371
"Factor3_virome_G03J_7869_V4__4566",0.223548471615657,0.0118612438345191,0.0304850605566548
"Factor3_virome_BAW1_V__649",-0.27335225700744,0.00195491204075224,0.00658051100331953
"Factor3_virome_BBF6_V__4414",-0.0156646180061406,0.861792241935681,0.919890595324603
"Factor3_virome_VC_55_1",0.10926006901402,0.223274128713862,0.335107162171479
"Factor3_virome_VC_1015_0",0.0704235980257779,0.433275925159997,0.561091103803174
"Factor3_virome_VC_83_0",-0.196855634492658,0.0271508352835093,0.0604166944902403
"Factor3_virome_AZC1_V__3677",0.221162871358119,0.0128209469888613,0.0323997330309648
"Factor3_virome_VC_108_0",0.132170232128721,0.140131467412811,0.230113453209898
"Factor3_virome_G01M_8519_V__4548",-0.192188299182329,0.0310876820640066,0.0676999471121368
"Factor3_virome_VC_149_5",-0.139425015970104,0.119456285269447,0.202408931139269
"Factor3_virome_AZC5_V__6593",0.0926485523895356,0.302149873657847,0.425598256964513
"Factor3_virome_AZJ1_V__2768",0.167172708936996,0.0613455945189959,0.119658897293707
"Factor3_virome_G21F_7878_V2__5773",-0.207635864621702,0.0196500220546457,0.0461137297073798
"Factor3_virome_VC_332_3",-0.0269077400414115,0.764877011072399,0.846745590591586
"Factor3_virome_G21F_7876_V1__5956",-0.240774976681157,0.00661095456797822,0.0188831831479556
"Factor3_virome_G01M_8519_V__1612",-0.313262463804048,0.000354737144944375,0.00146051489050132
"Factor3_virome_VC_604_0",-0.218076348724881,0.0141628853720906,0.0351727486861347
"Factor3_virome_G18F_V17__5782",0.199060986695345,0.0254437535683493,0.057248445528786
"Factor3_virome_AWG10_V__1917",0.206810101887407,0.0201533937689143,0.0472517870358915
"Factor3_virome_VC_265_0",0.254043216824425,0.00409879868203718,0.0126515266178404
"Factor3_virome_BBN1_V__3902",0.106232703796731,0.236441425519947,0.350561997952985
"Factor3_virome_VC_99_0",0.160743891190583,0.0721651753762114,0.136455250035726
"Factor3_virome_BAC3_V__5476",-0.260545247671866,0.00321357893605321,0.0102141635328085
"Factor3_virome_G21F_7878_V2__52",-0.116858324259217,0.19253104884992,0.296888256520763
"Factor3_virome_VC_71_1",0.148356201248376,0.0973406360575977,0.174478498593807
"Factor3_virome_VC_413_1",0.0313417682987759,0.727547407009898,0.820417260206972
"Factor3_virome_VC_432_0",0.137806170342562,0.123851811001831,0.208451374816074
"Factor3_virome_VC_785_0",-0.119265504303127,0.183464667763867,0.285345507156541
"Factor3_virome_VC_1235_0",0.247688099002923,0.00516924065331737,0.0152754634513353
"Factor3_virome_AZB2_V__3019",-0.27684759642977,0.00169982618876799,0.00579794438057166
"Factor3_virome_G23J_7940V__6341",0.210140821345346,0.0181888452937702,0.0431186582056567
"Factor3_virome_G23J_8060V__2337",0.135757111391251,0.129593013026682,0.215988355044469
"Factor3_virome_VC_326_0",-0.115555845244236,0.197570244460224,0.303523760093887
"Factor3_virome_BAF1_V__372",0.268850280657592,0.00233446985989551,0.00774633271750579
"Factor3_virome_AWG1_V__3853",-0.252693008319727,0.00430797039989684,0.0131703743453342
"Factor3_virome_VC_753_0",-0.159251369808367,0.0748860037820298,0.140616837262743
"Factor3_virome_VC_1074_0",-0.0985447663550806,0.272286346252056,0.390707584497071
"Factor3_virome_VC_715_0",-0.212314125674418,0.0169982260127713,0.0410937320666903
"Factor3_virome_AZT2_V__3587",0.244881924294605,0.00571664830166198,0.0166438171325346
"Factor3_virome_VC_902_1",-0.0684813518907265,0.446098611757775,0.574707654022448
"Factor3_virome_VC_1182_0",0.264403359275106,0.00277362214857591,0.00901690850582662
"Factor3_virome_G01M_8653_V__5534",0.0109855796566398,0.90282968850916,0.943876559615524
"Factor3_virome_VC_590_0",-0.211497040533473,0.017437685714393,0.0418515244258692
"Factor3_virome_VC_225_1",0.0855769070220889,0.340704533457096,0.464844217190134
"Factor3_virome_VC_34_0",-0.156892706734136,0.0793539549494844,0.147708921948786
"Factor3_virome_G21F_7946_V4__3880",-0.227414913071635,0.0104391609897901,0.0276060673059893
"Factor3_virome_VC_126_1",0.204135370127662,0.0218609078707717,0.0505619735694584
"Factor3_virome_G01M_8519_V__1302",-0.0861990697615081,0.337192728704179,0.461279652867317
"Factor3_virome_VC_38_1",0.223861183607839,0.0117402291286575,0.0302954604778738
"Factor3_virome_AZT2_V__2719",0.232144315411573,0.0089050446714989,0.0240943455510492
"Factor3_virome_VC_149_9",0.124597247206628,0.164503020099218,0.260623994165839
"Factor3_virome_VC_134_1",0.235307961754521,0.00799330394033847,0.0220460479644819
"Factor3_virome_VC_171_1",0.0403221510183845,0.653946400680618,0.761749553926333
"Factor3_virome_VC_460_0",-0.236053876896075,0.00779076142764462,0.0215978318734916
"Factor3_virome_AZP1_V__1226",0.230701394515037,0.0093505174528275,0.0250355712593972
"Factor3_virome_BAH14_V__6296",-0.150127780520212,0.0933648990067175,0.168293018940429
"Factor3_virome_VC_55_7",0.0397982713683843,0.658158100026826,0.765265424555217
"Factor3_virome_VC_62_1",0.252567060122084,0.00432796136234457,0.0132157391600165
"Factor3_virome_VC_364_0",0.0938608095644599,0.295840634485881,0.419243772075295
"Factor3_virome_VC_183_0",-0.1632530279433,0.0677717418050403,0.130018337868308
"Factor3_virome_BBD2_V__629",-0.150180088009775,0.0932494979728448,0.168203208368739
"Factor3_virome_BAM1_V__1266",-0.063762731537671,0.478123446600251,0.604131350014603
"Factor3_virome_VC_796_0",-0.0680521483941903,0.448960732874362,0.577235227981323
"Factor3_virome_G01M_8653_V__5700",0.237937203762326,0.00729944668741571,0.0205296938083567
"Factor3_virome_G21F_7878_V2__6959",-0.237732465488617,0.00735149354438392,0.0206380287931276
"Factor3_virome_VC_422_0",0.0276960143762626,0.758198230386063,0.841531138442342
"Factor3_virome_VC_55_13",-0.197851434280774,0.0263682985435235,0.0589152315018621
"Factor3_virome_VC_385_0",-0.148089426993228,0.0979507377133201,0.175327035753431
"Factor3_virome_G01M_8337_V__3215",-0.10365861115749,0.248056291267969,0.363372008624981
"Factor3_virome_AZV1_V__6033",0.10188182883009,0.256300003057859,0.372469976115245
"Factor3_virome_VC_991_0",-0.0359085899788928,0.689757189959085,0.790186329720881
"Factor3_virome_G01M_8399_V__1357",-0.218071497360699,0.0141650874825642,0.0351727486861347
"Factor3_virome_BAC3_V__2033",-0.214245008215597,0.0159976916808591,0.0390800753918129
"Factor3_virome_VC_1191_0",0.234254883534549,0.00828717891070723,0.0227343464234909
"Factor3_virome_AZK1_V__7639",-0.212959071188084,0.0166581605946172,0.0403476694288886
"Factor3_virome_G01M_8349_V__9884",-0.0337605124129031,0.707444039505876,0.804697987287172
"Factor3_virome_BAM4_V__5735",0.0599221050773973,0.505078947807245,0.631041159827366
"Factor3_virome_VC_612_0",-0.137071726687543,0.125886648308925,0.210769747331849
"Factor3_virome_VC_21_0",0.178632130863877,0.0453618040215374,0.0921243288323384
"Factor3_virome_AZV1_V__3700",0.0862677339112192,0.33680656653767,0.461243375957887
"Factor3_virome_VC_700_0",-0.0368613590123652,0.6819648801561,0.78370964050197
"Factor3_virome_VC_464_0",-0.141714455339052,0.11344727556657,0.194773936966701
"Factor3_virome_G21F_7876_V1__681",-0.153213323902219,0.0867487184179788,0.158822600101439
"Factor3_virome_VC_93_2",0.191497801980613,0.0317093275181781,0.0685787732581171
"Factor3_virome_VC_52_0",-0.167018673956717,0.0615883621890719,0.119949999252065
"Factor3_virome_VC_316_0",-0.215030237344291,0.015605674878421,0.0381951870831584
"Factor3_virome_VC_209_0",-0.0677085604196544,0.451259330302876,0.579319410523962
"Factor3_virome_VC_210_0",0.0560713283118122,0.532878963583001,0.656816214123209
"Factor3_virome_BAY1_V__2044",-0.048591814572941,0.588972835089428,0.707263727530142
"Factor3_virome_G18F_V9__5494",-0.0584982325914966,0.515269646054256,0.64111395817678
"Factor3_virome_BAS3_V__1155",0.150532965881524,0.0924739286555083,0.167039173944633
"Factor3_virome_G01M_8519_V__1487",-0.258209744481878,0.00350950103659179,0.0110182009288347
"Factor3_virome_G01M_8757_V__1132",-0.0801729134404381,0.372174619006029,0.499805182068306
"Factor3_virome_G21F_7878_V2__1462",0.0153813987063485,0.864266891000826,0.92162657287205
"Factor3_virome_VC_139_0",-0.144326827454664,0.106880925386626,0.18574781447755
"Factor3_virome_AZB2_V__5526",-0.183473637471618,0.0397389445172065,0.0822914088054401
"Factor3_virome_G23J_8062V__3047",-0.158252469635848,0.0767527697792687,0.143806321755898
"Factor3_virome_VC_952_0",0.0891720886782724,0.320730291121417,0.445667046325509
"Factor3_virome_VC_3_0",0.031032554455917,0.730131180300661,0.822749026966531
"Factor3_virome_G01M_8520_V__6078",-0.0997241313724845,0.266561248210254,0.384333671534177
"Factor3_virome_VC_588_0",-0.164805868952907,0.0651633866242202,0.125897035396353
"Factor3_virome_G01M_8340_V__2347",0.163319859262615,0.0676577621859182,0.129896826352455
"Factor3_virome_VC_58_1",0.186724516216433,0.0363011301708074,0.076321638432886
"Factor3_virome_VC_257_0",0.141388185590436,0.11428895926337,0.195956671464267
"Factor3_virome_AWG0_V__9813",-0.169713906043804,0.0574522715057045,0.113504384133834
"Factor3_virome_VC_19_0",-0.0553754915241969,0.537982766576745,0.660567638233294
"Factor3_virome_VC_113_0",0.137195410921427,0.125542181011391,0.210528485102756
"Factor3_virome_AZE2_V__3156",-0.00812611893537799,0.928042564991203,0.955446658786907
"Factor3_virome_BAH14_V__8114",0.0253626754627741,0.778017623936321,0.857960105501575
"Factor3_virome_G01M_8418_V__5783",-0.111760013024875,0.212798302785764,0.322593171776291
"Factor3_virome_BAC3_V__3417",0.210234224369605,0.0181362299166887,0.0430735460521357
"Factor3_virome_G01M_8590_V__2384",-0.0457201752672978,0.611201654104081,0.726811424560486
"Factor3_virome_VC_217_0",0.0428909227478854,0.633454171937737,0.743279940997391
"Factor3_virome_VC_151_0",-0.105644238807902,0.2390626064955,0.353223263629583
"Factor3_virome_VC_1266_1",-0.0589332555636867,0.512145024665617,0.638314863103648
"Factor3_virome_VC_122_0",-0.0281660521976179,0.754224191555346,0.83888544763904
"Factor3_virome_G21F_7947_V5__7077",-0.110985101386826,0.216007311969101,0.326108743496612
"Factor3_virome_VC_9_0",-0.0104553119215208,0.907498701346524,0.944787522061851
"Factor3_virome_BAD2_V__2729",-0.152591140017158,0.0880518335225648,0.160978583738688
"Factor3_virome_BAM6_V__8862",0.0259921566531255,0.772656145393144,0.854180390126595
"Factor3_virome_VC_996_0",0.102890451841645,0.251597536098233,0.367862436714159
"Factor3_virome_VC_207_2",-0.121119086394681,0.176699261892687,0.276737624201109
"Factor3_virome_G01M_8337_V__7076",0.0367527693625113,0.682851319749391,0.784376907817818
"Factor3_virome_VC_186_5",0.000389532081185715,0.996546040736384,0.997323681033487
"Factor3_virome_G01M_8340_V__1577",-0.0134886990139428,0.880837123291231,0.934386774707199
"Factor3_virome_BAH14_V__495",0.0277205292118633,0.757990807185314,0.841531138442342
"Factor3_virome_BAL2_V__2308",0.0126375485401155,0.888306063555169,0.937270692315512
"Factor3_virome_BAS3_V__304",-0.145559890990815,0.103886742881399,0.182513353075882
"Factor3_virome_AZB2_V__7068",-0.241856504648989,0.00636413806768847,0.0182799710454882
"Factor3_virome_VC_224_1",-0.13703454028414,0.125990356543888,0.210805782475585
"Factor3_virome_BAW1_V__1494",-0.00727383850319481,0.935572400665814,0.957953854556369
"Factor3_virome_G21F_7876_V1__1487",-0.232633094611933,0.0087584479312212,0.0238233498871499
"Factor3_virome_G01M_8349_V__811",-0.0168923757763746,0.851080409583916,0.912634302083087
"Factor3_virome_G23J_7943V__6840",-0.161793644535559,0.0702998382821045,0.133668706592734
"Factor3_virome_VC_149_8",0.131169524436424,0.143184750530454,0.234227605300136
"Factor3_virome_G18F_V9__4157",0.1559178745466,0.0812619992643096,0.15082274103687
"Factor3_virome_G01M_8519_V__6224",-0.148152570584044,0.0978060590213813,0.175190322199611
"Factor3_virome_VC_16_1",0.167638408171442,0.0606163836073372,0.11850687801282
"Factor3_virome_VC_628_0",0.107656866334457,0.230181097737936,0.344028697928214
"Factor3_virome_VC_117_5",0.0121457915917081,0.892625798056688,0.939622074494587
"Factor3_virome_VC_231_0",-0.0320268924944331,0.721833473829185,0.815999497739912
"Factor3_virome_G01M_8653_V__5648",0.234040201367456,0.00834824719353002,0.02282862905267
"Factor3_virome_G01M_8653_V__5506",0.106995562135329,0.233073422915792,0.34677107295766
"Factor3_virome_G03J_7869_V4__357",-0.00934312749391984,0.917301571172649,0.950274042834348
"Factor3_virome_G21F_7947_V5__9493",-0.100836435944642,0.2612371713227,0.378358748979518
"Factor3_virome_G23J_8064V__1915",-0.0571683780328009,0.524881810142008,0.649769229253982
"Factor3_virome_AZB4_V__1934",-0.126312824789165,0.158723130192428,0.254135348903606
"Factor3_virome_G01M_8393_V__1260",0.185953606054009,0.0370928540641701,0.077667894428242
"Factor3_virome_AWG0_V__5531",-0.105027444184586,0.24183163864552,0.356816034372971
"Factor3_virome_VC_344_0",0.0685797339753309,0.445444005035904,0.574357316673746
"Factor3_virome_G01M_8349_V__5516",0.142932180493911,0.110348423189142,0.190473556850706
"Factor3_virome_VC_199_0",0.0475650978687105,0.596878095841006,0.714235711534961
"Factor3_virome_VC_16_0",0.134414139172235,0.133465174058622,0.221005920891133
"Factor3_virome_VC_6_2",-0.125937715719525,0.159973740964459,0.255499779311231
"Factor3_virome_G23J7928V2__1319",-0.165790973520911,0.0635514986777882,0.123259306364106
"Factor3_virome_G01M_8349_V__5388",0.162454607372765,0.069145537609051,0.132085705358207
"Factor3_virome_BAY4_V__5428",0.0971768234074649,0.279030303418499,0.398060471784455
"Factor3_virome_VC_39_2",0.0335609305332246,0.709095479392477,0.80550482933645
"Factor3_virome_VC_58_2",0.063369409089257,0.480847793466753,0.60637885459303
"Factor3_virome_VC_36_0",0.203717138571098,0.0221388396403112,0.0510666579832717
"Factor3_virome_VC_207_0",0.0800696393464817,0.372792856722789,0.50037345761065
"Factor3_virome_VC_241_3",-0.0340609734146374,0.70496043979226,0.802228716977439
"Factor3_virome_AZP2_V__2358",0.0923215847713049,0.303866622317231,0.427546838312506
"Factor3_virome_BAY9_V__4415",0.0322401919759046,0.720057664893055,0.814710150176747
"Factor3_virome_VC_470_0",-0.124808280893908,0.163783704157151,0.259644747319588
"Factor3_virome_VC_611_1",-0.031514735987512,0.726103430022651,0.81938200528293
"Factor3_virome_VC_39_1",0.0362338028997058,0.687093700699121,0.787969437885861
"Factor3_virome_G01M_8396_V__5536",0.0192416237711601,0.830660977962213,0.896151933061301
"Factor3_virome_AZX4_V__2719",0.156170846396456,0.0807633570233112,0.150114500554198
