,Genus
otu2938,Candidatus Soleaferrea
otu3219,unclassified_Ruminococcaceae
otu3727,unclassified_Ruminococcaceae
otu3001,Candidatus Soleaferrea
otu3728,unidentified
otu1412,Negativibacillus
otu1571,Negativibacillus
otu1458,Negativibacillus
otu551,Negativibacillus
otu1388,Negativibacillus
otu670,Negativibacillus
otu374,Negativibacillus
otu621,Negativibacillus
otu2165,Negativibacillus
otu4145,unclassified_Ruminococcaceae
otu2594,Angelakisella
otu1915,unidentified
otu3758,Monoglobus
otu1513,unidentified
otu3850,unidentified
otu3422,unidentified
otu4001,unidentified
otu432,Caproiciproducens
otu1698,unclassified_Ruminococcaceae
otu1891,unidentified
otu3739,unidentified
otu3791,unidentified
otu2879,unidentified
otu3113,Lachnospiraceae NC2004 group
otu3483,unidentified
otu1060,unidentified
otu1793,unidentified
otu1839,unidentified
otu1402,unidentified
otu3688,unidentified
otu1262,Lachnospiraceae NC2004 group
otu3910,unidentified
otu3685,Lachnospiraceae NC2004 group
otu1765,unidentified
otu2376,unidentified
otu2548,unidentified
otu1181,unidentified
otu2270,unidentified
otu2537,unidentified
otu1454,CAG-352
otu1528,CAG-352
otu2468,DTU089
otu2088,unclassified_Ruminococcaceae
otu1795,unclassified_Ruminococcaceae
otu3479,unclassified_Ruminococcaceae
otu1481,unclassified_Ruminococcaceae
otu3105,DTU089
otu2561,unclassified_Ruminococcaceae
otu3529,unclassified_Ruminococcaceae
otu2921,unclassified_Ruminococcaceae
otu3526,unidentified
otu3961,unclassified_Ruminococcaceae
otu4068,unclassified_Ruminococcaceae
otu3560,unclassified_Ruminococcaceae
otu1111,unclassified_Ruminococcaceae
otu1746,unclassified_Ruminococcaceae
otu2622,unclassified_Ruminococcaceae
otu3512,unclassified_Ruminococcaceae
otu3182,unclassified_Ruminococcaceae
otu3654,unclassified_Ruminococcaceae
otu2895,unclassified_Ruminococcaceae
otu482,unclassified_Ruminococcaceae
otu1436,unclassified_Ruminococcaceae
otu2013,unclassified_Ruminococcaceae
otu836,unclassified_Ruminococcaceae
otu2897,unclassified_Ruminococcaceae
otu2552,unclassified_Ruminococcaceae
otu3718,unclassified_Ruminococcaceae
otu440,unclassified_Ruminococcaceae
otu3962,unclassified_Ruminococcaceae
otu3072,unclassified_Ruminococcaceae
otu709,Ruminococcus
otu2340,Ruminococcus
otu2493,Ruminococcus
otu1487,Ruminococcus
otu1133,Ruminococcus
otu1491,Ruminococcus
otu394,Ruminococcus
otu944,Ruminococcus
otu941,Ruminococcus
otu97,Ruminococcus
otu1799,Ruminococcus
otu1168,Ruminococcus
otu2059,Ruminococcus
otu1442,Ruminococcus
otu1047,Ruminococcus
otu870,Ruminococcus
otu513,Ruminococcus
otu832,Ruminococcus
otu1332,Ruminococcus
otu77,Ruminococcus
otu2383,Ruminococcus
otu993,unclassified_Ruminococcaceae
otu3265,DTU089
otu434,DTU089
otu2660,DTU089
otu1744,DTU089
otu3081,DTU089
otu1395,DTU089
otu3694,DTU089
otu4030,DTU089
otu1523,DTU089
otu1712,DTU089
otu463,unclassified_Ruminococcaceae
otu2151,unidentified
otu2718,unclassified_Ruminococcaceae
otu1599,unclassified_Ruminococcaceae
otu2977,unclassified_Ruminococcaceae
otu4085,unidentified
otu3753,unclassified_Ruminococcaceae
otu3585,unclassified_Ruminococcaceae
otu3882,unclassified_Ruminococcaceae
otu3736,unclassified_Ruminococcaceae
otu3523,unidentified
otu3653,unclassified_Ruminococcaceae
otu2720,unidentified
otu3976,unclassified_Ruminococcaceae
otu1694,unclassified_Ruminococcaceae
otu3412,unclassified_Ruminococcaceae
otu335,unidentified
otu429,Lachnospiraceae NC2004 group
otu825,Lachnospiraceae NC2004 group
otu2244,Lachnospiraceae NC2004 group
otu2543,Lachnospiraceae NC2004 group
otu2360,Lachnospiraceae NC2004 group
otu3331,Lachnospiraceae NC2004 group
otu752,Lachnospiraceae NC2004 group
otu1103,Lachnospiraceae NC2004 group
otu2126,unidentified
otu3115,unidentified
otu4214,Lachnospiraceae NC2004 group
otu3480,unidentified
otu4018,unidentified
otu2887,unidentified
otu3472,unidentified
otu2007,unidentified
otu2079,unidentified
otu2678,unidentified
otu450,unidentified
otu486,unidentified
otu2823,unidentified
otu2328,unidentified
otu623,unidentified
otu1720,unidentified
otu1533,unidentified
otu650,unidentified
otu1869,unidentified
otu2868,unidentified
otu2420,unclassified_Ruminococcaceae
otu3432,unclassified_Ruminococcaceae
otu2996,unclassified_Ruminococcaceae
otu2401,UCG-002
otu3263,UCG-002
otu3288,unidentified
otu3373,unidentified
otu3208,unidentified
otu3789,Monoglobus
otu2261,Monoglobus
otu2094,Monoglobus
otu2182,Monoglobus
otu1543,Monoglobus
otu592,Monoglobus
otu1018,Monoglobus
otu4122,Monoglobus
otu2750,Monoglobus
otu639,Monoglobus
otu3101,Monoglobus
otu3492,Monoglobus
otu2377,Monoglobus
otu2610,Monoglobus
otu1453,Monoglobus
otu2396,Monoglobus
otu4189,unidentified
otu2335,Monoglobus
otu2743,Monoglobus
otu618,Monoglobus
otu3029,unidentified
otu4120,unidentified
otu3393,unidentified
otu4213,[Eubacterium] oxidoreducens group
otu4005,unidentified
otu3411,unidentified
otu2862,unidentified
otu3214,unidentified
otu2497,unidentified
otu2657,[Eubacterium] oxidoreducens group
otu2727,[Eubacterium] oxidoreducens group
otu3048,unidentified
otu4170,unidentified
otu3256,unidentified
otu3601,unidentified
otu4026,[Eubacterium] oxidoreducens group
otu2605,Christensenellaceae R-7 group
otu3366,Christensenellaceae R-7 group
otu3052,Christensenellaceae R-7 group
otu2818,Christensenellaceae R-7 group
otu3708,unidentified
otu4029,Christensenellaceae R-7 group
otu1691,unidentified
otu3031,unidentified
otu2295,unidentified
otu1175,unidentified
otu1444,unidentified
otu682,unidentified
otu1419,unidentified
otu2205,unidentified
otu1091,unidentified
otu1575,unidentified
otu1041,unidentified
otu1653,unidentified
otu489,unidentified
otu4118,unidentified
otu600,unidentified
otu3733,unidentified
otu2532,Christensenellaceae R-7 group
otu3114,Christensenellaceae R-7 group
otu2894,Christensenellaceae R-7 group
otu2407,Christensenellaceae R-7 group
otu2982,Christensenellaceae R-7 group
otu3266,Christensenellaceae R-7 group
otu2783,Christensenellaceae R-7 group
otu2737,Christensenellaceae R-7 group
otu1378,Christensenellaceae R-7 group
otu1547,Christensenellaceae R-7 group
otu2914,Christensenellaceae R-7 group
otu3723,unidentified
otu4187,unidentified
otu3437,Christensenellaceae R-7 group
otu3131,unidentified
otu3535,Christensenellaceae R-7 group
otu4032,unidentified
otu2778,Christensenellaceae R-7 group
otu3988,Christensenellaceae R-7 group
otu3171,Christensenellaceae R-7 group
otu1672,unidentified
otu2716,unidentified
otu3475,unidentified
otu3640,unidentified
otu2876,unidentified
otu3004,unidentified
otu2225,Christensenellaceae R-7 group
otu3006,unidentified
otu3800,Christensenellaceae R-7 group
otu4009,unidentified
otu3046,unidentified
otu3378,unidentified
otu399,unidentified
otu780,unidentified
otu3421,unidentified
otu1339,unidentified
otu1474,unidentified
otu1245,unidentified
otu3838,unidentified
otu3665,unidentified
otu3829,unidentified
otu4211,unidentified
otu581,unidentified
otu2617,Christensenellaceae R-7 group
otu2920,Pyramidobacter
otu3644,Pyramidobacter
otu3476,Christensenellaceae R-7 group
otu2701,unidentified
otu3570,unidentified
otu580,unidentified
otu700,Christensenellaceae R-7 group
otu3065,unidentified
otu773,unclassified_Christensenellaceae
otu4217,unidentified
otu2991,unidentified
otu3094,Christensenella
otu3471,Christensenella
otu4163,Christensenella
otu3912,Christensenella
otu3580,Catabacter
otu3193,unidentified
otu4116,unidentified
otu2645,unidentified
otu2570,unidentified
otu2933,unidentified
otu3815,unidentified
otu2326,unidentified
otu2658,unidentified
otu3605,unidentified
otu1639,Christensenellaceae R-7 group
otu2351,Lachnospiraceae NC2004 group
otu4012,unidentified
otu3408,Lachnospiraceae NC2004 group
otu1835,unidentified
otu2981,unidentified
otu3107,unidentified
otu3782,unidentified
otu4212,unclassified_Ruminococcaceae
otu3281,Anaerofilum
otu4069,UBA1819
otu3456,UBA1819
otu3973,UBA1819
otu3847,UBA1819
otu1675,UBA1819
otu23,UBA1819
otu2057,UBA1819
otu428,UBA1819
otu3423,Lachnospiraceae NC2004 group
otu2608,Lachnospiraceae NC2004 group
otu902,Lachnospiraceae NC2004 group
otu352,Lachnospiraceae NC2004 group
otu892,Lachnospiraceae NC2004 group
otu952,Lachnospiraceae NC2004 group
otu1015,unidentified
otu1702,Lachnospiraceae NC2004 group
otu1239,Fournierella
otu3194,Lachnospiraceae NC2004 group
otu3098,unclassified_Ruminococcaceae
otu2782,unclassified_Ruminococcaceae
otu1070,Anaerofilum
otu1570,Anaerofilum
otu3336,Anaerofilum
otu4008,Anaerofilum
otu2964,Anaerofilum
otu2393,Anaerofilum
otu2567,unclassified_Ruminococcaceae
otu2904,unclassified_Ruminococcaceae
otu1256,unclassified_Ruminococcaceae
otu2855,Fournierella
otu1977,Fournierella
otu2913,Fournierella
otu2573,Fournierella
otu325,Fournierella
otu1667,Fournierella
otu1612,Fournierella
otu2419,Fournierella
otu3369,Fournierella
otu2213,Fournierella
otu477,Fournierella
otu2514,Fournierella
otu2640,Faecalibacterium
otu2687,Faecalibacterium
otu2558,Faecalibacterium
otu1495,Faecalibacterium
otu1705,Faecalibacterium
otu1284,Faecalibacterium
otu1749,Faecalibacterium
otu1506,Faecalibacterium
otu2683,Faecalibacterium
otu525,Faecalibacterium
otu1293,Faecalibacterium
otu620,Faecalibacterium
otu2085,Faecalibacterium
otu1503,Faecalibacterium
otu820,Faecalibacterium
otu2073,Faecalibacterium
otu628,Faecalibacterium
otu1424,Lachnospiraceae NC2004 group
otu789,Lachnospiraceae NC2004 group
otu2482,Lachnospiraceae NC2004 group
otu635,Faecalibacterium
otu1432,Faecalibacterium
otu315,Faecalibacterium
otu2888,Faecalibacterium
otu1463,Faecalibacterium
otu1648,Faecalibacterium
otu791,unclassified_Ruminococcaceae
otu1413,Faecalibacterium
otu349,Faecalibacterium
otu679,Faecalibacterium
otu242,Faecalibacterium
otu2409,Faecalibacterium
otu799,Faecalibacterium
otu3108,Lachnospiraceae NC2004 group
otu969,Faecalibacterium
otu1747,Faecalibacterium
otu1155,Faecalibacterium
otu199,Faecalibacterium
otu1014,Faecalibacterium
otu1169,Faecalibacterium
otu915,Faecalibacterium
otu640,Faecalibacterium
otu1035,Faecalibacterium
otu1592,Faecalibacterium
otu2378,Faecalibacterium
otu1918,Faecalibacterium
otu1328,Faecalibacterium
otu2448,Faecalibacterium
otu1677,Faecalibacterium
otu1629,Faecalibacterium
otu964,Faecalibacterium
otu2149,Faecalibacterium
otu2478,Faecalibacterium
otu693,Faecalibacterium
otu1577,Faecalibacterium
otu1185,Faecalibacterium
otu1235,Faecalibacterium
otu459,Faecalibacterium
otu3045,Faecalibacterium
otu803,Faecalibacterium
otu1177,Faecalibacterium
otu2106,Faecalibacterium
otu1968,Faecalibacterium
otu2131,Faecalibacterium
otu1925,Faecalibacterium
otu2721,Faecalibacterium
otu885,Lachnospiraceae NC2004 group
otu729,Lachnospiraceae NC2004 group
otu1303,Lachnospiraceae NC2004 group
otu909,Faecalibacterium
otu2425,Faecalibacterium
otu2616,Faecalibacterium
otu1488,Faecalibacterium
otu397,Faecalibacterium
otu2302,Faecalibacterium
otu2035,Lachnospiraceae NC2004 group
otu1061,Faecalibacterium
otu1356,Faecalibacterium
otu1646,Faecalibacterium
otu757,Faecalibacterium
otu1381,Faecalibacterium
otu3814,Faecalibacterium
otu2677,Faecalibacterium
otu2189,Faecalibacterium
otu1312,Faecalibacterium
otu2400,Faecalibacterium
otu2008,Faecalibacterium
otu590,Faecalibacterium
otu3000,Faecalibacterium
otu1288,Faecalibacterium
otu2485,Faecalibacterium
otu974,Lachnospiraceae NC2004 group
otu1507,Faecalibacterium
otu858,Faecalibacterium
otu919,Faecalibacterium
otu497,Faecalibacterium
otu1301,Faecalibacterium
otu2163,Faecalibacterium
otu1290,Faecalibacterium
otu2260,Faecalibacterium
otu3678,Faecalibacterium
otu295,unidentified
otu1260,unidentified
otu828,Faecalibacterium
otu897,Faecalibacterium
otu2188,Faecalibacterium
otu1901,Faecalibacterium
otu717,Faecalibacterium
otu2170,unidentified
otu2006,Faecalibacterium
otu713,Faecalibacterium
otu1719,Faecalibacterium
otu2040,unidentified
otu2884,Faecalibacterium
otu1292,Faecalibacterium
otu3306,Faecalibacterium
otu1685,Faecalibacterium
otu2974,Faecalibacterium
otu1383,Faecalibacterium
otu1892,Faecalibacterium
otu2510,Faecalibacterium
otu1890,Faecalibacterium
otu2253,Faecalibacterium
otu1207,Faecalibacterium
otu2250,Faecalibacterium
otu2246,Lachnospiraceae NC2004 group
otu2679,Lachnospiraceae NC2004 group
otu2239,Lachnospiraceae NC2004 group
otu2463,Lachnospiraceae NC2004 group
otu2442,Lachnospiraceae NC2004 group
otu376,Subdoligranulum
otu2700,Subdoligranulum
otu2554,unclassified_Ruminococcaceae
otu1779,unclassified_Ruminococcaceae
otu1641,unclassified_Ruminococcaceae
otu1820,unclassified_Ruminococcaceae
otu947,Subdoligranulum
otu500,unclassified_Ruminococcaceae
otu740,unclassified_Ruminococcaceae
otu877,Subdoligranulum
otu1497,Subdoligranulum
otu2729,unclassified_Ruminococcaceae
otu1189,unclassified_Ruminococcaceae
otu221,unclassified_Ruminococcaceae
otu2560,unclassified_Ruminococcaceae
otu3039,unclassified_Ruminococcaceae
otu2808,unclassified_Ruminococcaceae
otu1167,Subdoligranulum
otu3286,Subdoligranulum
otu2566,unclassified_Ruminococcaceae
otu4060,unclassified_Ruminococcaceae
otu1626,Subdoligranulum
otu1216,unclassified_Ruminococcaceae
otu678,unclassified_Ruminococcaceae
otu1530,Subdoligranulum
otu688,Subdoligranulum
otu1559,Subdoligranulum
otu1581,Subdoligranulum
otu3577,Subdoligranulum
otu558,Subdoligranulum
otu3051,Subdoligranulum
otu417,Subdoligranulum
otu3129,Subdoligranulum
otu331,Subdoligranulum
otu912,Subdoligranulum
otu680,Subdoligranulum
otu1043,Phocea
otu1557,Subdoligranulum
otu1452,Subdoligranulum
otu1249,unclassified_Ruminococcaceae
otu1668,Subdoligranulum
otu266,Subdoligranulum
otu1852,Subdoligranulum
otu1933,Subdoligranulum
otu1275,Subdoligranulum
otu1930,Subdoligranulum
otu469,Subdoligranulum
otu3859,Subdoligranulum
otu724,Subdoligranulum
otu238,Subdoligranulum
otu263,Subdoligranulum
otu1253,Subdoligranulum
otu269,Subdoligranulum
otu218,Subdoligranulum
otu527,Subdoligranulum
otu1416,Subdoligranulum
otu774,Subdoligranulum
otu424,Subdoligranulum
otu1637,Subdoligranulum
otu2756,Subdoligranulum
otu973,Subdoligranulum
otu2849,Subdoligranulum
otu1631,Subdoligranulum
otu332,Subdoligranulum
otu1540,Subdoligranulum
otu920,Subdoligranulum
otu3362,Subdoligranulum
otu1657,Lachnospiraceae NC2004 group
otu1920,Subdoligranulum
otu1353,Subdoligranulum
otu2675,Subdoligranulum
otu2041,Subdoligranulum
otu2290,Subdoligranulum
otu744,Faecalibacterium
otu945,Subdoligranulum
otu1171,Subdoligranulum
otu1254,Subdoligranulum
otu15,Subdoligranulum
otu2025,Subdoligranulum
otu103,Subdoligranulum
otu1785,Subdoligranulum
otu2231,Subdoligranulum
otu2038,Subdoligranulum
otu996,Subdoligranulum
otu2626,Subdoligranulum
otu1107,Subdoligranulum
otu4115,unclassified_Ruminococcaceae
otu3982,Subdoligranulum
otu204,Fournierella
otu1771,Fournierella
otu3450,Faecalibacterium
otu3091,Subdoligranulum
otu4038,unclassified_Lachnospiraceae
otu2736,unclassified_Lachnospiraceae
otu4146,Lachnospiraceae NC2004 group
otu3785,Lachnospiraceae NC2004 group
otu3981,unidentified
otu4188,unidentified
otu4176,UCG-002
otu3710,Monoglobus
otu3327,Caldicoprobacter
otu1767,unidentified
otu1805,unidentified
otu3053,unidentified
otu3751,unidentified
otu1141,unidentified
otu1794,unidentified
otu3269,unidentified
otu2931,unidentified
otu924,unidentified
otu1923,unidentified
otu1241,unidentified
otu3352,unidentified
otu2065,unidentified
otu2541,unidentified
otu2668,unidentified
otu3528,unidentified
otu3615,unidentified
otu1304,unidentified
otu1593,unidentified
otu2518,unidentified
otu3443,unidentified
otu866,unidentified
otu1999,unidentified
otu1810,unidentified
otu641,unidentified
otu1437,unidentified
otu3503,unidentified
otu2269,unidentified
otu2695,unidentified
otu2001,[Eubacterium] brachy group
otu3995,unclassified_Anaerovoracaceae
otu3636,Family XIII AD3011 group
otu4201,unclassified_Anaerovoracaceae
otu2168,Family XIII AD3011 group
otu1478,Family XIII AD3011 group
otu3017,Family XIII AD3011 group
otu3333,Family XIII AD3011 group
otu2370,Family XIII AD3011 group
otu2201,Family XIII AD3011 group
otu3424,Family XIII AD3011 group
otu3222,Family XIII AD3011 group
otu3284,Family XIII UCG-001
otu3500,Family XIII UCG-001
otu3519,Family XIII UCG-001
otu1855,Family XIII UCG-001
otu2908,Family XIII UCG-001
otu2641,Family XIII UCG-001
otu2870,Family XIII UCG-001
otu3237,[Eubacterium] nodatum group
otu1512,[Eubacterium] nodatum group
otu4202,Family XIII AD3011 group
otu3883,Family XIII AD3011 group
otu3023,Family XIII AD3011 group
otu3650,Family XIII AD3011 group
otu2564,Family XIII AD3011 group
otu4080,unclassified_Anaerovoracaceae
otu1742,Family XIII AD3011 group
otu1670,Family XIII AD3011 group
otu2763,Family XIII AD3011 group
otu2020,unclassified_Anaerovoracaceae
otu1368,unclassified_Anaerovoracaceae
otu2985,Family XIII AD3011 group
otu2994,Family XIII AD3011 group
otu1872,Mogibacterium
otu2218,Mogibacterium
otu896,Mogibacterium
otu3213,Eubacterium
otu2907,Eubacterium
otu3241,Eubacterium
otu2306,Eubacterium
otu2856,Eubacterium
otu2185,Anaerofustis
otu3839,Anaerofustis
otu3539,unidentified
otu4020,unidentified
otu4121,unidentified
otu4144,unidentified
otu1733,unidentified
otu3895,unidentified
otu3705,unidentified
otu3722,unidentified
otu3299,unidentified
otu3245,unidentified
otu4063,unidentified
otu980,Anaerosporobacter
otu1893,Anaerosporobacter
otu2461,Anaerosporobacter
otu2016,Anaerosporobacter
otu1269,Herbinix
otu2961,Herbinix
otu2304,Lachnospiraceae ND3007 group
otu2794,Lachnospiraceae ND3007 group
otu726,Lachnospiraceae ND3007 group
otu3111,unclassified_Lachnospiraceae
otu3846,unclassified_Lachnospiraceae
otu2508,unclassified_Lachnospiraceae
otu2538,unclassified_Lachnospiraceae
otu2986,unclassified_Lachnospiraceae
otu3069,unclassified_Lachnospiraceae
otu1363,Howardella
otu4139,Howardella
otu1969,Howardella
otu2811,Howardella
otu2730,GCA-900066575
otu2392,GCA-900066575
otu3353,GCA-900066575
otu3160,unclassified_Lachnospiraceae
otu1906,Lachnospiraceae UCG-001
otu3409,Lachnospiraceae UCG-001
otu2093,unclassified_Lachnospiraceae
otu3291,unclassified_Lachnospiraceae
otu3315,Lachnospiraceae UCG-008
otu3596,Lachnospiraceae UCG-008
otu2505,Lachnospiraceae UCG-003
otu3700,unclassified_Lachnospiraceae
otu2866,unclassified_Lachnospiraceae
otu3989,unclassified_Lachnospiraceae
otu1333,unclassified_Lachnospiraceae
otu1671,unclassified_Lachnospiraceae
otu1940,unclassified_Lachnospiraceae
otu3136,unclassified_Lachnospiraceae
otu3032,Lachnospiraceae FCS020 group
otu2004,Lachnospiraceae FCS020 group
otu3060,Lachnospiraceae FCS020 group
otu2767,Lachnospiraceae FCS020 group
otu2317,Blautia
otu3784,unclassified_Lachnospiraceae
otu3534,[Ruminococcus] gnavus group
otu585,Blautia
otu1470,Blautia
otu2072,Blautia
otu1632,Blautia
otu3370,[Ruminococcus] gnavus group
otu3404,unclassified_Lachnospiraceae
otu3030,unclassified_Lachnospiraceae
otu3520,Lachnoclostridium
otu203,Lachnoclostridium
otu1286,Lachnoclostridium
otu2251,Lachnoclostridium
otu1340,Lachnoclostridium
otu651,Lachnoclostridium
otu414,Lachnoclostridium
otu987,Lachnoclostridium
otu1870,Lachnoclostridium
otu2009,[Ruminococcus] gnavus group
otu2103,Lachnoclostridium
otu2301,Lachnoclostridium
otu3436,Lachnoclostridium
otu559,Lachnoclostridium
otu2338,Lachnoclostridium
otu2726,Hungatella
otu839,Hungatella
otu930,Hungatella
otu3150,Hungatella
otu1068,Hungatella
otu2612,Hungatella
otu977,Hungatella
otu949,Hungatella
otu3562,Hungatella
otu2652,Hungatella
otu2936,Hungatella
otu762,Hungatella
otu2252,Hungatella
otu3196,Hungatella
otu3538,unclassified_Lachnospiraceae
otu3622,unclassified_Lachnospiraceae
otu1220,unclassified_Lachnospiraceae
otu1806,unclassified_Lachnospiraceae
otu1017,unclassified_Lachnospiraceae
otu575,unclassified_Lachnospiraceae
otu887,unclassified_Lachnospiraceae
otu3364,unclassified_Lachnospiraceae
otu1500,unclassified_Lachnospiraceae
otu3557,unclassified_Lachnospiraceae
otu2303,Lachnoclostridium
otu3849,Lachnoclostridium
otu3914,unclassified_Lachnospiraceae
otu2813,unclassified_Lachnospiraceae
otu3083,unclassified_Lachnospiraceae
otu3563,unclassified_Lachnospiraceae
otu1131,unclassified_Lachnospiraceae
otu844,unclassified_Lachnospiraceae
otu802,unclassified_Lachnospiraceae
otu878,unclassified_Lachnospiraceae
otu975,unclassified_Lachnospiraceae
otu3199,unclassified_Lachnospiraceae
otu2584,unclassified_Lachnospiraceae
otu3250,unclassified_Lachnospiraceae
otu3453,unclassified_Lachnospiraceae
otu2655,[Ruminococcus] gnavus group
otu2993,[Ruminococcus] gnavus group
otu1276,[Ruminococcus] gnavus group
otu2224,[Ruminococcus] gnavus group
otu783,[Ruminococcus] gnavus group
otu988,[Ruminococcus] gnavus group
otu4019,[Ruminococcus] gnavus group
otu3482,[Ruminococcus] gnavus group
otu3581,[Ruminococcus] gnavus group
otu531,[Ruminococcus] gnavus group
otu2613,[Ruminococcus] gnavus group
otu2522,[Ruminococcus] gnavus group
otu2272,[Ruminococcus] gnavus group
otu3719,unclassified_Lachnospiraceae
otu3999,unclassified_Lachnospiraceae
otu2754,unclassified_Lachnospiraceae
otu2153,Agathobacter
otu3183,Agathobacter
otu2111,Agathobacter
otu596,Agathobacter
otu2472,unclassified_Lachnospiraceae
otu1633,unclassified_Lachnospiraceae
otu1798,unclassified_Lachnospiraceae
otu2851,unclassified_Lachnospiraceae
otu3787,unclassified_Lachnospiraceae
otu3490,unclassified_Lachnospiraceae
otu4104,unclassified_Lachnospiraceae
otu3260,Lachnoclostridium
otu3028,Lachnoclostridium
otu1075,Lachnoclostridium
otu289,Lachnoclostridium
otu2132,Lachnoclostridium
otu228,Lachnoclostridium
otu1522,Lachnoclostridium
otu894,Lachnoclostridium
otu2107,Lachnoclostridium
otu1710,Lachnoclostridium
otu1116,Lachnoclostridium
otu2680,Lachnoclostridium
otu1179,Lachnoclostridium
otu1737,Lachnoclostridium
otu1314,Lachnoclostridium
otu1813,Lachnoclostridium
otu1199,Lachnoclostridium
otu1608,Lachnoclostridium
otu1856,Lachnoclostridium
otu1101,Dorea
otu939,Dorea
otu2216,Dorea
otu2871,Dorea
otu1561,Lachnoclostridium
otu1531,Lachnoclostridium
otu1618,Lachnoclostridium
otu2129,Lachnoclostridium
otu2352,Lachnoclostridium
otu1313,Lachnoclostridium
otu2209,Lachnoclostridium
otu190,Anaerostipes
otu550,Lachnoclostridium
otu1382,Anaerostipes
otu665,Lachnoclostridium
otu2345,Lachnoclostridium
otu2761,Lachnoclostridium
otu3381,Lachnoclostridium
otu445,Lachnoclostridium
otu3197,Lachnoclostridium
otu782,Lachnoclostridium
otu754,Lachnoclostridium
otu532,Lachnoclostridium
otu788,Lachnoclostridium
otu456,Lachnoclostridium
otu2650,Lachnoclostridium
otu311,Lachnoclostridium
otu2769,Lachnoclostridium
otu1215,Lachnoclostridium
otu508,Lachnoclostridium
otu350,Lachnoclostridium
otu831,Lachnoclostridium
otu1426,Anaerostipes
otu2436,Anaerostipes
otu245,Lachnoclostridium
otu94,Lachnoclostridium
otu629,Lachnoclostridium
otu2824,Lachnoclostridium
otu26,Lachnoclostridium
otu921,Lachnoclostridium
otu1840,Lachnoclostridium
otu2925,unclassified_Lachnospiraceae
otu1054,Lachnoclostridium
otu1505,Lachnoclostridium
otu571,Lachnoclostridium
otu2265,Lachnoclostridium
otu1385,Lachnoclostridium
otu136,Anaerostipes
otu2467,Hungatella
otu807,Hungatella
otu366,Hungatella
otu1410,Hungatella
otu85,Hungatella
otu75,Anaerostipes
otu1225,unclassified_Lachnospiraceae
otu53,Lachnoclostridium
otu889,Lachnoclostridium
otu1652,unclassified_Lachnospiraceae
otu3625,unclassified_Lachnospiraceae
otu1439,unclassified_Lachnospiraceae
otu1078,unclassified_Lachnospiraceae
otu2291,unclassified_Lachnospiraceae
otu393,Lachnoclostridium
otu194,Lachnoclostridium
otu297,unclassified_Lachnospiraceae
otu2905,Roseburia
otu1508,Lachnospiraceae UCG-004
otu2070,Lachnospiraceae UCG-004
otu2048,Lachnospiraceae UCG-004
otu3191,Lachnospiraceae UCG-004
otu1515,Roseburia
otu3148,Roseburia
otu3200,Roseburia
otu1022,Lachnospiraceae UCG-004
otu1861,Lachnospiraceae UCG-004
otu1182,Lachnospiraceae UCG-004
otu1247,Lachnospiraceae UCG-004
otu691,Lachnospiraceae UCG-004
otu1210,Lachnospiraceae UCG-004
otu1213,Lachnospiraceae UCG-004
otu1228,Lachnospiraceae UCG-004
otu2515,Lachnospiraceae UCG-004
otu327,Moryella
otu1971,Lachnospiraceae UCG-004
otu1562,Lachnospiraceae UCG-004
otu1451,Lachnospiraceae UCG-004
otu385,Lachnospiraceae UCG-004
otu1460,Lachnospiraceae UCG-004
otu3276,Lachnospiraceae UCG-004
otu561,Lachnospiraceae UCG-004
otu407,Lachnospiraceae UCG-004
otu1396,Lachnospiraceae UCG-004
otu4196,unclassified_Lachnospiraceae
otu296,unclassified_Lachnospiraceae
otu179,unclassified_Lachnospiraceae
otu2582,unclassified_Lachnospiraceae
otu343,unclassified_Lachnospiraceae
otu2799,unclassified_Lachnospiraceae
otu1638,unclassified_Lachnospiraceae
otu1759,unclassified_Lachnospiraceae
otu212,Lachnospiraceae NK4A136 group
otu1032,Lachnospiraceae NK4A136 group
otu538,Lachnospiraceae UCG-008
otu1635,Lachnospiraceae NK4A136 group
otu801,Lachnoclostridium
otu764,Lachnoclostridium
otu2722,Lachnoclostridium
otu310,Lachnoclostridium
otu619,Lachnoclostridium
otu630,Lachnoclostridium
otu3955,Agathobacter
otu4111,[Ruminococcus] torques group
otu3661,unclassified_Lachnospiraceae
otu2451,unclassified_Lachnospiraceae
otu3494,[Ruminococcus] torques group
otu3674,unclassified_Lachnospiraceae
otu2443,unclassified_Lachnospiraceae
otu3889,Blautia
otu997,unclassified_Lachnospiraceae
otu2204,unclassified_Lachnospiraceae
otu1627,[Ruminococcus] gauvreauii group
otu720,[Ruminococcus] gauvreauii group
otu1727,unclassified_Lachnospiraceae
otu2374,unclassified_Lachnospiraceae
otu3515,unclassified_Lachnospiraceae
otu3948,unclassified_Lachnospiraceae
otu2284,unclassified_Lachnospiraceae
otu2822,unclassified_Lachnospiraceae
otu3190,unclassified_Lachnospiraceae
otu1580,unclassified_Lachnospiraceae
otu806,unclassified_Lachnospiraceae
otu1860,Lachnospiraceae UCG-008
otu2030,unclassified_Lachnospiraceae
otu1166,unclassified_Lachnospiraceae
otu292,Blautia
otu2474,unclassified_Lachnospiraceae
otu2130,Lachnospiraceae UCG-008
otu540,Lachnospiraceae UCG-008
otu151,unclassified_Lachnospiraceae
otu1726,unclassified_Lachnospiraceae
otu4025,Blautia
otu1848,unclassified_Lachnospiraceae
